sampleid	samplingdate	ST
SH184x33	2022-07-14	3
SH185x7	2022-07-14	32
SH185x20	2022-07-14	-
SH185x2	2022-07-14	917
SH185x21	2022-07-14	-
SH185x18	2022-07-14	-
SH185x4	2022-07-14	4
SH185x3	2022-07-14	694
F1S1R2D4B3P3G01	2022-07-15	10
SH184x69	2022-07-15	53
SH184x68	2022-07-15	3
SH184x67	2022-07-15	129
SH184x59	2022-07-15	404
SH184x48	2022-07-15	1
F1S1R2D4B3P3H08	2022-07-15	-
SH186x32	2022-07-16	32
SH186x25	2022-07-16	83
SH186x14	2022-07-16	-
SH185x63	2022-07-17	53
F1S1R2D4B3P3G05	2022-07-17	-
F1S1R2D4B3P3F01	2022-07-17	490
SH188x54	2022-07-17	43
F1S1R2D4B3P3A06	2022-07-17	-
F1S1R2D4B3P3B01	2022-07-17	2
SH186x15	2022-07-17	58
SH186x13	2022-07-18	305
SH186x30	2022-07-18	3
SH186x21	2022-07-18	595
SH187x15	2022-07-18	595
F1S1R2D4B3P3F06	2022-07-18	43
SH186x17	2022-07-18	908
F1S1R2D4B3P3H03	2022-07-18	-
SH185x59	2022-07-18	4
F1S1R2D4B3P3C01	2022-07-18	3
SH186x11	2022-07-18	36
SH185x61	2022-07-18	43
SH186x28	2022-07-18	-
F1S1R2D4B3P3D03	2022-07-18	3
F1S1R2D4B3P3G04	2022-07-18	367
F1S1R2D4B3P3D01	2022-07-18	3
SH186x06	2022-07-18	506
F1S1R2D4B3P3H12	2022-07-19	2
F1S1R2D4B3P3G07	2022-07-19	400
SH186x10	2022-07-19	355
SH186x22	2022-07-19	595
F1S1R2D4B3P3H02	2022-07-19	3
SH185x60	2022-07-19	4
SH187x17	2022-07-19	355
F1S1R2D4B3P3H04	2022-07-19	831
F1S1R2D4B3P3A04	2022-07-19	82
SH186x08	2022-07-19	375
F1S1R2D4B3P3A05	2022-07-19	43
SH186x27	2022-07-19	33
F1S1R2D4B3P3A07	2022-07-19	-
F1S1R2D4B3P3D08	2022-07-19	4
F1S1R2D4B3P3C07	2022-07-19	4
F1S1R2D4B3P3C04	2022-07-19	355
F1S1R2D4B3P3B04	2022-07-19	10
F1S1R2D4B3P3E03	2022-07-19	3
F1S1R2D4B3P3H10	2022-07-20	3
F1S1R2D4B3P3C09	2022-07-20	86
F1S1R2D4B3P3C03	2022-07-20	7
SH187x20	2022-07-20	-
F1S1R2D4B3P3C10	2022-07-20	4
SH187x23	2022-07-20	29
SH187x24	2022-07-20	29
SH187x38	2022-07-20	29
SH187x34	2022-07-20	29
F1S1R2D4B3P3F12	2022-07-20	4
F1S1R2D4B3P3B12	2022-07-20	4
F1S1R2D4B3P3B11	2022-07-20	4
F1S1R2D4B3P3B08	2022-07-20	32
SH187x29	2022-07-20	862
F1S1R2D4B3P3D02	2022-07-20	4
F1S1R2D4B3P3D10	2022-07-20	-
SH187x08	2022-07-20	29
F1S1R2D4B3P3E02	2022-07-20	35
SH187x07	2022-07-20	29
F1S1R2D4B3P3E09	2022-07-20	4
SH187x06	2022-07-20	-
F1S1R2D4B3P3B03	2022-07-20	3
F1S1R2D4B3P3A11	2022-07-20	490
F1S1R2D4B3P3A10	2022-07-20	469
SH187x16	2022-07-20	-
SH187x31	2022-07-20	9
SH187x13	2022-07-21	315
SH186x58	2022-07-21	6
SH187x28	2022-07-21	-
SH187x33	2022-07-21	506
SH187x37	2022-07-21	24
SH187x45	2022-07-21	-
SH187x48	2022-07-21	48
SH187x52	2022-07-21	506
F1S1R2D4B3P3C12	2022-07-21	4
SH189x8	2022-07-21	506
F1S1R2D4B3P3F09	2022-07-21	43
F1S1R2D4B3P3E12	2022-07-21	757
SH187x30	2022-07-22	3
F1S1R2D4B3P3G11	2022-07-22	33
SH186x54	2022-07-22	3
SH188x36	2022-07-22	-
SH188x9	2022-07-22	-
SH187x03	2022-07-22	355
F1S1R2D4B3P3F11	2022-07-22	-
F1S1R2D4B3P3D12	2022-07-22	4
SH187x10	2022-07-22	10
SH187x11	2022-07-22	2
SH187x12	2022-07-22	-
SH188x26	2022-07-22	-
SH188x25	2022-07-22	52
SH188x1	2022-07-22	33
SH188x47	2022-07-23	21
SH188x2	2022-07-23	43
SH188x13	2022-07-24	7
SH186x60	2022-07-24	53
SH188x27	2022-07-24	-
SH186x42	2022-07-24	-
SH186x41	2022-07-24	367
SH188x49	2022-07-24	43
SH188x12	2022-07-25	8
SH186x57	2022-07-25	53
SH188x8	2022-07-25	77
SH188x7	2022-07-25	3
SH188x6	2022-07-25	43
SH188x4	2022-07-25	43
SH188x48	2022-07-25	3
SH190x17	2022-07-25	10
SH188x33	2022-07-25	620
SH188x32	2022-07-25	3
SH188x34	2022-07-25	4
SH188x29	2022-07-25	940
SH188x28	2022-07-25	43
SH188x43	2022-07-26	3
SH190x47	2022-07-26	1
SH190x36	2022-07-26	2
SH191x45	2022-07-26	10
SH191x03	2022-07-26	-
SH190x49	2022-07-26	722
SH188x11	2022-07-26	1108
SH186x56	2022-07-26	1
SH188x60	2022-07-26	1
SH186x59	2022-07-26	1
SH189x15	2022-07-27	722
SH188x62	2022-07-27	722
SH189x12	2022-07-27	4
SH188x67	2022-07-27	24
SH190x10	2022-07-27	-
SH190x52	2022-07-27	-
SH191x35	2022-07-27	43
SH190x18	2022-07-28	722
SH190x01	2022-07-28	3
SH190x43	2022-07-28	207
SH190x13	2022-07-28	1
SH190x41	2022-07-28	745
SH189x19	2022-07-28	43
SH190x21	2022-07-28	-
SH188x51	2022-07-29	2
SH190x39	2022-07-29	404
SH190x37	2022-07-29	620
SH189x3	2022-07-29	1
SH189x18	2022-07-29	53
SH190x23	2022-07-29	33
SH189x23	2022-07-29	1
SH188x72	2022-07-29	53
SH188x73	2022-07-29	-
SH189x22	2022-07-30	8
SH190x42	2022-07-30	-
SH190x45	2022-07-30	910
SH190x54	2022-07-31	4
SH190x26	2022-07-31	10
SH190x04	2022-07-31	43
SH189x17	2022-07-31	1088
SH190x27	2022-07-31	654
SH191x32	2022-08-01	10
SH191x28	2022-08-01	43
SH189x28	2022-08-01	4
SH191x52	2022-08-01	-
SH191x14	2022-08-01	53
SH191x19	2022-08-01	2
SH191x21	2022-08-02	87
SH191x18	2022-08-02	1088
SH191x24	2022-08-02	400
SH191x27	2022-08-02	404
SH191x12	2022-08-02	48
SH191x11	2022-08-02	126
SH191x09	2022-08-02	2
SH191x40	2022-08-02	53
SH191x22	2022-08-02	27
SH191x23	2022-08-02	4
SH191x36	2022-08-03	1
SH001x15	2022-08-03	6
SH001x19	2022-08-03	24
SH191x10	2022-08-03	-
SH191x07	2022-08-03	3
SH001x28	2022-08-03	35
SH191x33	2022-08-03	506
SH001x26	2022-08-04	312
SH001x31	2022-08-04	43
SH001x33	2022-08-04	48
SH001x11	2022-08-04	53
F1S1R2D4B4P5G05	2022-08-04	1
SH001x27	2022-08-04	10
SH001x02	2022-08-04	-
SH001x03	2022-08-04	3
SH191x66	2022-08-05	-
SH001x47	2022-08-05	-
SH001x20	2022-08-05	506
SH001x22	2022-08-05	-
F1S1R2D4B4P5A03	2022-08-05	479
SH001x04	2022-08-05	2
SH189x29	2022-08-06	10
F1S1R2D4B4P5B03	2022-08-06	86
F1S1R2D4B4P5E06	2022-08-06	304
F1S1R2D4B4P5E01	2022-08-07	757
F1S1R2D4B4P5F03	2022-08-07	73
F1S1R2D4B4P5F04	2022-08-07	3
SH001x35	2022-08-07	1
F1S1R2D4B4P5E08	2022-08-08	64
F1S1R2D4B4P5D06	2022-08-08	3
F1S1R2D4B4P5H12	2022-08-08	4
F1S1R2D4B4P5D02	2022-08-08	221
F1S1R2D4B4P5B12	2022-08-08	-
F1S1R2D4B4P5H09	2022-08-08	732
F1S1R2D4B4P5D01	2022-08-08	4
F1S1R2D4B4P5E04	2022-08-08	-
F1S1R2D4B4P5H06	2022-08-08	-
F1S1R2D4B4P5G08	2022-08-08	-
F1S1R2D4B4P5G06	2022-08-08	3
F1S1R2D4B4P5B06	2022-08-08	3
SH001x34	2022-08-08	43
F1S1R2D4B4P5C01	2022-08-08	4
SH001x41	2022-08-08	1
SH001x45	2022-08-08	2
SH002x12	2022-08-08	33
F1S1R2D4B4P5H08	2022-08-09	404
SH002x31	2022-08-09	620
SH001x37	2022-08-09	-
SH001x36	2022-08-09	43
SH001x38	2022-08-09	24
F1S1R2D4B4P5H11	2022-08-09	1
F1S1R2D4B4P5G04	2022-08-09	57
SH002x10	2022-08-09	636
SH001x39	2022-08-09	3
SH002x07	2022-08-09	43
SH001x40	2022-08-09	29
F1S1R2D4B4P5G10	2022-08-09	732
F1S1R2D4B4P5D09	2022-08-09	-
SH002x34	2022-08-09	7
F1S1R2D4B4P5D12	2022-08-09	-
F1S1R2D4B4P5C12	2022-08-09	304
F1S1R2D4B4P5B09	2022-08-09	43
SH002x47	2022-08-09	53
F1S1R2D4B4P5B05	2022-08-09	57
F1S1R2D4B4P5A12	2022-08-09	58
F1S1R2D4B4P5A05	2022-08-09	-
F1S1R2D4B4P5G11	2022-08-09	3
F1S1R2D4B4P5C11	2022-08-09	86
F1S1R2D4B4P5C09	2022-08-09	-
F1S1R2D4B4P5C05	2022-08-09	57
SH002x26	2022-08-10	2
F1S1R2D4B4P5B11	2022-08-10	-
SH002x58	2022-08-10	-
SH002x69	2022-08-10	-
SH002x43	2022-08-10	506
F1S1R2D4B4P5H10	2022-08-10	741
F1S1R2D4B4P5A11	2022-08-10	43
F1S1R2D4B4P5A09	2022-08-10	637
SH002x30	2022-08-10	-
SH002x39	2022-08-10	35
F1S1R2D4B4P5F09	2022-08-10	4
SH192x10	2022-08-10	3
SH002x27	2022-08-11	404
SH002x37	2022-08-11	999
SH002x32	2022-08-11	-
SH002x25	2022-08-11	1
SH002x51	2022-08-11	1087
SH002x74	2022-08-11	24
SH002x67	2022-08-12	34
SH002x60	2022-08-12	-
SH002x70	2022-08-12	24
SH192x09	2022-08-12	4
SH002x71	2022-08-12	9
SH002x72	2022-08-12	-
SH002x73	2022-08-12	-
SH192x11	2022-08-12	506
SH192x13	2022-08-12	52
SH002x61	2022-08-12	624
SH192x71	2022-08-12	1
SH192x19	2022-08-12	-
SH192x18	2022-08-12	-
SH192x14	2022-08-13	8
SH192x62	2022-08-13	4
SH192x30	2022-08-13	4
SH192x17	2022-08-13	-
SH192x12	2022-08-13	8
SH192x16	2022-08-13	73
SH192x41	2022-08-14	6
SH192x37	2022-08-14	8
SH192x38	2022-08-14	315
SH192x33	2022-08-15	-
SH193x10	2022-08-15	479
SH192x35	2022-08-15	34
SH192x49	2022-08-15	-
SH192x55	2022-08-15	86
SH192x68	2022-08-15	-
SH193x01	2022-08-15	3
SH192x32	2022-08-15	-
SH192x31	2022-08-15	1
SH193x68	2022-08-16	471
SH193x05	2022-08-16	52
SH192x69	2022-08-16	-
SH192x60	2022-08-16	43
SH192x57	2022-08-16	732
SH192x51	2022-08-16	52
SH192x48	2022-08-16	52
SH192x47	2022-08-16	36
SH192x72	2022-08-16	52
SH192x46	2022-08-16	52
SH192x42	2022-08-16	43
SH192x34	2022-08-16	53
SH192x24	2022-08-16	2
SH192x45	2022-08-16	52
SH193x35	2022-08-16	471
1085_F1S1R3D1B1P5C11	2022-08-17	952
SH192x21	2022-08-17	3
SH192x23	2022-08-17	24
SH193x07	2022-08-17	-
SH193x63	2022-08-17	-
SH193x33	2022-08-17	35
SH193x57	2022-08-17	-
SH193x44	2022-08-17	43
SH193x46	2022-08-17	757
1085_F1S1R3D1B1P5F10	2022-08-18	53
1085_F1S1R3D1B1P5G01	2022-08-18	8
1085_F1S1R3D1B1P5E05	2022-08-18	6
1085_F1S1R3D1B1P5D11	2022-08-18	43
1085_F1S1R3D1B1P5B02	2022-08-18	8
SH193x52	2022-08-18	400
SH195x41	2022-08-18	10
SH193x40	2022-08-18	32
SH193x37	2022-08-18	355
SH193x29	2022-08-18	86
SH193x51	2022-08-18	43
SH193x39	2022-08-19	-
SH193x66	2022-08-19	-
F1S1R3D1B2P1D11	2022-08-19	400
SH194X3	2022-08-19	53
SH194X46	2022-08-19	3
SH195x6	2022-08-19	532
SH193x14	2022-08-19	1
SH194X9	2022-08-19	35
SH195x27	2022-08-19	4
SH193x28	2022-08-19	-
SH193x30	2022-08-19	1
1085_F1S1R3D1B1P5A03	2022-08-19	87
1085_F1S1R3D1B1P5B06	2022-08-19	3
1085_F1S1R3D1B1P5E03	2022-08-19	718
1085_F1S1R3D1B1P5B01	2022-08-19	-
F1S1R3D1B2P1B05	2022-08-19	53
1085_F1S1R3D1B1P5A06	2022-08-19	506
1085_F1S1R3D1B1P5E11	2022-08-19	-
1085_F1S1R3D1B1P5F01	2022-08-19	2
1085_F1S1R3D1B1P5F02	2022-08-19	66
1085_F1S1R3D1B1P5H10	2022-08-19	53
1085_F1S1R3D1B1P5F11	2022-08-19	355
1085_F1S1R3D1B1P5G08	2022-08-19	847
1085_F1S1R3D1B1P5F06	2022-08-20	132
F1S1R3D1B2P1D01	2022-08-20	4
1085_F1S1R3D1B1P5D02	2022-08-20	658
F1S1R3D1B2P1A04	2022-08-20	43
SH195x49	2022-08-20	3
1085_F1S1R3D1B1P5G02	2022-08-20	10
1085_F1S1R3D1B1P5A05	2022-08-20	-
1085_F1S1R3D1B1P5A09	2022-08-20	511
1085_F1S1R3D1B1P5B05	2022-08-20	88
SH194X10	2022-08-20	10
F1S1R3D1B2P1H02	2022-08-21	404
F1S1R3D1B2P1C09	2022-08-21	43
1085_F1S1R3D1B1P5G06	2022-08-21	9
F1S1R3D1B2P1D09	2022-08-21	43
1085_F1S1R3D1B1P5E02	2022-08-21	4
SH195x26	2022-08-21	66
SH195x24	2022-08-21	3
SH195x1	2022-08-21	400
SH194X8	2022-08-21	64
SH195x50	2022-08-21	2
SH195x51	2022-08-22	1
1085_F1S1R3D1B1P5H09	2022-08-22	27
1085_F1S1R3D1B1P5H05	2022-08-22	-
1085_F1S1R3D1B1P5H04	2022-08-22	511
1085_F1S1R3D1B1P5H03	2022-08-22	-
1085_F1S1R3D1B1P5G07	2022-08-22	19
SH195x25	2022-08-22	26
F1S1R3D1B2P1F03	2022-08-22	-
1085_F1S1R3D1B1P5E10	2022-08-22	43
SH194X50	2022-08-22	-
SH194X48	2022-08-22	8
1085_F1S1R3D1B1P5A10	2022-08-22	27
SH194X40	2022-08-22	33
1085_F1S1R3D1B1P5B04	2022-08-22	61
F1S1R3D1B2P1E03	2022-08-22	355
F1S1R3D1B2P1E02	2022-08-22	-
1085_F1S1R3D1B1P5B10	2022-08-22	-
1085_F1S1R3D1B1P5B12	2022-08-22	4
1085_F1S1R3D1B1P5C12	2022-08-22	4
1085_F1S1R3D1B1P5E09	2022-08-22	3
1085_F1S1R3D1B1P5H11	2022-08-22	-
F1S1R3D1B2P1C10	2022-08-22	304
SH196x14	2022-08-22	73
F1S1R3D1B2P1D03	2022-08-22	303
SH195x31	2022-08-22	4
SH195x45	2022-08-22	-
SH196x12	2022-08-22	-
F1S1R3D1B2P1G04	2022-08-22	53
SH195x64	2022-08-22	-
SH195x65	2022-08-22	-
SH195x66	2022-08-22	-
F1S1R3D1B2P1C01	2022-08-22	43
F1S1R3D1B2P1B07	2022-08-22	33
F1S1R3D1B2P1H03	2022-08-22	355
SH195x54	2022-08-22	722
F1S1R3D1B2P1G05	2022-08-22	4
SH195x52	2022-08-22	-
F1S1R3D1B2P1G03	2022-08-22	48
F1S1R3D1B2P1H04	2022-08-23	70
F1S1R3D1B2P1E07	2022-08-23	303
F1S1R3D1B2P1A05	2022-08-23	3
F1S1R3D1B2P1D02	2022-08-23	22
F1S1R3D1B2P1H06	2022-08-23	43
F1S1R3D1B2P1D04	2022-08-23	4
F1S1R3D1B2P1E11	2022-08-23	3
F1S1R3D1B2P1F05	2022-08-23	22
F1S1R3D1B2P1C04	2022-08-23	3
F1S1R3D1B2P1B06	2022-08-23	6
F1S1R3D1B2P1F12	2022-08-23	43
F1S1R3D1B2P1A07	2022-08-23	3
F1S1R3D1B2P1A06	2022-08-23	6
F1S1R3D1B2P1E10	2022-08-23	4
F1S1R3D1B2P1F07	2022-08-23	2
F1S1R3D1B2P1D06	2022-08-23	400
F1S1R3D1B2P1D07	2022-08-23	908
SH196x11	2022-08-23	24
F1S1R3D1B2P1D08	2022-08-23	303
SH196x10	2022-08-23	638
SH194X43	2022-08-23	-
SH196x09	2022-08-23	400
SH195x12	2022-08-23	53
SH195x21	2022-08-23	-
SH196x08	2022-08-23	4
SH195x30	2022-08-23	53
SH195x63	2022-08-23	53
SH196x13	2022-08-23	963
SH195x53	2022-08-23	22
F1S1R3D1B2P1H07	2022-08-24	129
SH195x61	2022-08-24	-
F1S1R3D1B2P1D12	2022-08-24	43
SH195x47	2022-08-24	46
SH195x34	2022-08-24	-
SH195x33	2022-08-24	2
F1S1R3D1B2P1F06	2022-08-24	895
SH195x10	2022-08-24	1
F1S1R3D1B2P1E08	2022-08-24	2
F1S1R3D1B2P1D10	2022-08-24	74
F1S1R3D1B2P1G07	2022-08-24	3
SH195x38	2022-08-24	1
SH196x16	2022-08-24	53
SH196x59	2022-08-24	53
F1S1R3D1B2P1A08	2022-08-24	6
SH196x58	2022-08-24	4
SH194X30	2022-08-25	4
SH196x60	2022-08-25	1
SH196x35	2022-08-25	-
SH196x37	2022-08-25	1
SH195x72	2022-08-25	22
SH196x39	2022-08-25	1
SH194X37	2022-08-26	375
SH196x20	2022-08-26	53
SH196x38	2022-08-26	78
SH196x34	2022-08-26	6
SH196x40	2022-08-26	1
SH196x53	2022-08-27	1
SH197x24	2022-08-27	1
SH196x23	2022-08-27	3
SH197x17	2022-08-27	86
SH197x06	2022-08-27	-
SH197x03	2022-08-27	1
SH196x70	2022-08-27	53
SH196x21	2022-08-27	773
SH196x57	2022-08-27	3
SH196x72	2022-08-27	-
SH196x63	2022-08-28	53
SH197x19	2022-08-28	36
SH197x21	2022-08-28	2
SH196x27	2022-08-28	-
SH197x34	2022-08-28	53
SH197x23	2022-08-28	53
SH198x22	2022-08-29	-
SH197x08	2022-08-29	3
SH197x20	2022-08-29	70
SH197x29	2022-08-29	-
SH197x35	2022-08-29	404
SH198x18	2022-08-30	3
SH198x27	2022-08-30	197
SH197x11	2022-08-30	-
SH197x57	2022-08-30	-
SH196x66	2022-08-30	53
SH197x48	2022-08-30	2
SH198x29	2022-08-31	8
SH198x35	2022-08-31	-
SH198x7	2022-08-31	77
SH197x60	2022-08-31	-
SH197x59	2022-08-31	638
SH197x52	2022-08-31	36
SH197x53	2022-08-31	355
SH197x44	2022-08-31	-
SH198x8	2022-08-31	666
SH197x45	2022-09-01	3
SH197x91	2022-09-01	506
SH197x92	2022-09-01	-
SH198x15	2022-09-01	30
SH198x9	2022-09-01	1
SH198x6	2022-09-01	-
SH198x28	2022-09-01	197
SH198x57	2022-09-01	1
SH197x61	2022-09-01	506
SH197x64	2022-09-02	-
SH197x68	2022-09-02	471
SH198x42	2022-09-02	24
SH198x43	2022-09-02	404
SH198x44	2022-09-02	400
SH198x45	2022-09-02	506
SH198x46	2022-09-02	506
SH198x54	2022-09-02	-
SH198x55	2022-09-02	400
SH198x56	2022-09-02	127
SH198x67	2022-09-02	3
SH198x80	2022-09-03	773
SH198x66	2022-09-03	-
SH198x65	2022-09-03	4
SH198x62	2022-09-03	773
SH198x48	2022-09-03	24
SH199x61	2022-09-04	53
SH199x36	2022-09-04	83
SH199x17	2022-09-04	-
SH199x33	2022-09-04	132
SH200x66	2022-09-05	506
SH200x06	2022-09-05	2
SH199x25	2022-09-05	24
SH199x16	2022-09-05	8
SH199x12	2022-09-05	6
SH198x78	2022-09-05	178
SH198x74	2022-09-05	-
SH199x5	2022-09-05	27
SH199x8	2022-09-06	33
SH198x75	2022-09-06	3
SH199x34	2022-09-06	24
SH200x61	2022-09-06	-
SH199x30	2022-09-06	3
SH200x38	2022-09-06	43
SH200x14	2022-09-06	-
SH200x08	2022-09-06	53
SH200x07	2022-09-06	882
SH200x03	2022-09-07	-
SH199x55	2022-09-07	4
SH199x49	2022-09-07	43
SH199x48	2022-09-07	52
SH200x68	2022-09-07	199
SH200x62	2022-09-07	732
SH200x65	2022-09-08	53
SH200x64	2022-09-08	132
SH200x40	2022-09-08	-
SH200x60	2022-09-08	-
SH200x22	2022-09-08	-
SH200x41	2022-09-08	506
SH202x09	2022-09-08	34
SH201x20	2022-09-09	43
SH201x12	2022-09-09	-
SH201x09	2022-09-09	43
SH200x30	2022-09-09	-
SH202x35	2022-09-09	-
SH201x38	2022-09-09	-
SH201x13	2022-09-09	33
SH200x18	2022-09-09	1
SH200x31	2022-09-09	-
SH200x46	2022-09-09	53
SH200x47	2022-09-09	-
SH200x52	2022-09-09	2
SH200x56	2022-09-09	2
SH200x57	2022-09-09	2
SH200x58	2022-09-09	2
SH200x53	2022-09-09	2
SH200x59	2022-09-09	2
SH200x35	2022-09-09	4
SH201x01	2022-09-10	-
SH201x27	2022-09-10	3
SH201x19	2022-09-11	8
SH202x11	2022-09-11	-
SH201x36	2022-09-11	43
SH202x10	2022-09-11	632
SH201x43	2022-09-11	43
SH202x14	2022-09-12	73
SH203x56	2022-09-12	-
SH202x08	2022-09-12	1
SH202x04	2022-09-12	32
SH202x02	2022-09-12	-
SH201x62	2022-09-12	53
SH201x54	2022-09-12	4
SH201x32	2022-09-12	4
SH201x15	2022-09-12	43
SH201x53	2022-09-12	3
SH201x44	2022-09-12	506
SH201x25	2022-09-12	4
SH201x61	2022-09-12	506
SH202x62	2022-09-13	-
SH202x49	2022-09-13	3
SH202x38	2022-09-13	3
SH201x31	2022-09-13	-
SH201x30	2022-09-13	318
SH203x32	2022-09-13	315
SH201x29	2022-09-13	-
SH201x28	2022-09-13	567
SH203x57	2022-09-13	-
SH201x34	2022-09-13	6
SH201x18	2022-09-13	3
SH203x63	2022-09-13	129
SH201x55	2022-09-13	-
SH203x58	2022-09-13	24
SH204x07	2022-09-14	1
SH204x10	2022-09-14	127
SH204x12	2022-09-14	36
SH202x36	2022-09-14	-
SH204x19	2022-09-14	6
SH202x48	2022-09-14	-
SH202x52	2022-09-14	43
SH201x63	2022-09-14	2
SH203x33	2022-09-14	36
SH203x04	2022-09-14	-
SH203x64	2022-09-14	1
SH203x29	2022-09-14	-
SH203x30	2022-09-14	1
SH201x68	2022-09-14	650
SH201x69	2022-09-14	53
SH202x54	2022-09-14	36
SH204x05	2022-09-14	-
SH204x27	2022-09-15	745
SH203x72	2022-09-15	471
SH203x69	2022-09-15	1
SH203x62	2022-09-15	-
SH202x61	2022-09-15	2
SH202x17	2022-09-15	-
SH203x31	2022-09-15	36
SH202x28	2022-09-15	23
SH203x06	2022-09-15	3
SH203x05	2022-09-15	-
SH202x39	2022-09-15	53
SH202x46	2022-09-15	43
SH203x03	2022-09-15	43
SH203x46	2022-09-15	809
SH204x04	2022-09-15	205
SH204x20	2022-09-15	-
SH201x67	2022-09-16	43
SH202x26	2022-09-16	-
SH203x13	2022-09-16	43
SH203x59	2022-09-16	-
SH201x66	2022-09-16	53
SH203x70	2022-09-16	-
SH204x18	2022-09-16	43
SH203x21	2022-09-16	-
SH202x70	2022-09-17	134
SH204x09	2022-09-17	315
SH203x67	2022-09-17	134
SH202x34	2022-09-17	-
SH203x68	2022-09-18	1
SH202x19	2022-09-19	3
SH203x27	2022-09-19	43
SH203x45	2022-09-19	36
SH203x48	2022-09-19	33
SH203x49	2022-09-19	3
SH203x16	2022-09-19	2
SH202x25	2022-09-19	52
SH204x25	2022-09-19	1
SH203x43	2022-09-20	43
SH204x42	2022-09-20	-
SH204x43	2022-09-20	-
SH203x15	2022-09-20	-
SH203x25	2022-09-20	-
SH204x35	2022-09-20	-
SH203x65	2022-09-20	1087
SH205x40	2022-09-21	862
SH205x02	2022-09-21	-
SH205x21	2022-09-21	6
SH204x29	2022-09-21	-
SH204x45	2022-09-21	4
SH205x45	2022-09-21	36
SH204x73	2022-09-22	43
SH205x39	2022-09-22	43
SH205x41	2022-09-22	632
SH205x48	2022-09-22	43
SH205x33	2022-09-22	43
SH205x36	2022-09-22	43
SH205x49	2022-09-22	43
SH205x34	2022-09-22	506
SH205x52	2022-09-22	477
SH205x50	2022-09-22	43
SH207x02	2022-09-22	4
SH205x17	2022-09-22	963
SH205x16	2022-09-22	-
SH205x15	2022-09-22	567
SH205x11	2022-09-22	-
SH205x63	2022-09-22	43
SH205x54	2022-09-23	312
SH204x68	2022-09-23	4
SH205x03	2022-09-23	43
SH204x55	2022-09-23	53
SH204x47	2022-09-23	4
SH205x05	2022-09-23	218
SH206x43	2022-09-24	-
SH204x72	2022-09-24	3
SH204x71	2022-09-24	3
SH204x59	2022-09-24	-
SH205x60	2022-09-24	3
SH205x09	2022-09-24	-
SH205x65	2022-09-25	1
SH204x49	2022-09-25	355
SH206x27	2022-09-25	-
SH206x28	2022-09-25	648
SH205x70	2022-09-26	43
SH206x21	2022-09-26	-
SH205x71	2022-09-26	506
SH206x09	2022-09-26	35
SH206x22	2022-09-26	24
SH206x31	2022-09-26	2
SH206x32	2022-09-26	-
SH206x17	2022-09-27	28
SH206x20	2022-09-27	4
SH206x12	2022-09-27	43
SH206x41	2022-09-27	6
SH206x54	2022-09-27	8
SH206x51	2022-09-27	86
SH206x10	2022-09-27	2
SH206x48	2022-09-27	86
SH206x46	2022-09-27	4
SH206x45	2022-09-27	53
SH206x57	2022-09-27	567
SH206x56	2022-09-27	-
SH207x33	2022-09-27	43
SH207x05	2022-09-28	43
SH207x31	2022-09-28	3
SH206x62	2022-09-28	10
SH207x38	2022-09-28	6
SH207x37	2022-09-28	-
SH207x39	2022-09-29	-
SH207x36	2022-09-29	53
SH207x13	2022-09-29	51
SH207x32	2022-09-29	53
SH207x27	2022-09-29	73
SH207x28	2022-09-29	36
SH207x07	2022-09-30	304
SH207x24	2022-09-30	-
SH207x03	2022-09-30	2
SH207x26	2022-09-30	22
SH208x10	2022-09-30	506
SH209x14	2022-09-30	4
SH208x08	2022-09-30	620
SH207x14	2022-09-30	1
SH207x25	2022-09-30	10
SH208x21	2022-10-01	-
SH208x22	2022-10-01	53
SH208x30	2022-10-01	-
SH208x19	2022-10-01	506
SH206x65	2022-10-01	506
SH208x03	2022-10-01	3
SH207x34	2022-10-01	506
SH206x66	2022-10-01	53
SH206x68	2022-10-01	14
SH208x39	2022-10-02	-
SH208x06	2022-10-02	-
SH208x14	2022-10-02	-
SH206x70	2022-10-02	2
SH208x20	2022-10-02	1
SH206x67	2022-10-02	404
SH208x31	2022-10-03	506
SH208x34	2022-10-03	-
SH208x33	2022-10-03	36
SH209x13	2022-10-03	950
SH208x23	2022-10-03	3
SH208x27	2022-10-03	506
SH208x18	2022-10-03	-
SH208x15	2022-10-03	48
SH208x59	2022-10-04	24
SH208x58	2022-10-04	24
SH208x12	2022-10-04	10
SH209x02	2022-10-04	-
SH208x13	2022-10-04	3
SH209x15	2022-10-04	-
SH209x16	2022-10-04	3
SH209x21	2022-10-04	3
SH208x64	2022-10-05	197
SH209x04	2022-10-05	4
SH209x28	2022-10-05	1
SH209x37	2022-10-05	43
SH209x20	2022-10-05	-
SH209x26	2022-10-06	3
SH208x72	2022-10-06	8
SH208x70	2022-10-06	3
SH208x69	2022-10-06	2
SH209x34	2022-10-06	52
SH209x46	2022-10-06	-
SH209x38	2022-10-06	36
SH209x09	2022-10-06	74
SH210x05	2022-10-06	-
SH209x31	2022-10-07	-
SH210x38	2022-10-07	3
SH209x32	2022-10-07	2
SH210x11	2022-10-07	-
SH210x36	2022-10-08	3
SH209x39	2022-10-08	73
SH210x29	2022-10-09	-
SH210x35	2022-10-09	-
SH210x47	2022-10-09	53
SH210x37	2022-10-09	3
SH210x41	2022-10-10	10
SH211x9	2022-10-10	369
SH210x30	2022-10-10	594
